VC,Size,pSG,ClstrComp,Order,Family,Genus,Phylum,Class
0_0,3,0,refseq,Tubulavirales,Inoviridae,Saetivirus,Hofneiviricota,Faserviricetes
1000_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1001_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1002_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1004_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1005_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1006_0,8,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1007_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1008_0,6,0.16666666666666666,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1009_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
100_0,22,0,refseq,Unassigned,Herelleviridae,Schiekvirus,Uroviricota,Caudoviricetes
1012_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1014_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1015_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1016_0,8,0.75,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1017_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1018_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
101_0,2,0,refseq,Unassigned,Herelleviridae,Mooreparkvirus,Uroviricota,Caudoviricetes
1020_0,4,0.75,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1021_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1022_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1023_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1024_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1025_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1026_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1027_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1028_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1029_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
102_0,2,0,refseq,Unassigned,Herelleviridae,Klumppvirus,Uroviricota,Caudoviricetes
1030_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1031_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1032_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1033_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1035_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1037_0,3,0,refseq,Unassigned,Unassigned,Cronusvirus,Uroviricota,Caudoviricetes
1038_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1039_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
103_0,3,0,refseq,Unassigned,Herelleviridae,Tybeckvirus,Uroviricota,Caudoviricetes
1041_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1042_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1043_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1045_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1046_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1047_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1048_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1049_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
104_0,33,0,refseq,Unassigned,Rountreeviridae,Rosenblumvirus,Uroviricota,Caudoviricetes
1050_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1051_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1052_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1053_0,5,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1055_0,34,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1056_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1057_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1058_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1059_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1060_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1061_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1062_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1063_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1064_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1065_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1066_0,11,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1067_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1069_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1070_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1071_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1072_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1073_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1074_0,9,0,refseq,Unassigned,Zobellviridae,Icepovirus,Uroviricota,Caudoviricetes
1075_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1076_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1077_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1079_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
107_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1080_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1081_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1082_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1083_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1084_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1085_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1086_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1087_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1088_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1089_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
108_0,32,0,refseq,Unassigned,Unassigned,Schmidvirus,Uroviricota,Caudoviricetes
1090_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1091_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1092_0,5,0,refseq,Unassigned,Pervagoviridae,Callevirus,Uroviricota,Caudoviricetes
1093_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1094_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1095_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1096_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1097_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1098_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1099_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
109_0,15,0,refseq,Unassigned,Unassigned,Andromedavirus,Uroviricota,Caudoviricetes
10_0,25,0,refseq,Unassigned,Unassigned,Biseptimavirus,Uroviricota,Caudoviricetes
1100_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1101_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1102_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1103_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1105_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1106_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1107_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1108_0,12,0.16666666666666666,both,Unassigned,Winoviridae,Pippivirus,Uroviricota,Caudoviricetes
1109_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
110_0,3,0,refseq,Unassigned,Unassigned,Saundersvirus,Uroviricota,Caudoviricetes
1110_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1111_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1112_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1114_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1115_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1116_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1117_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1118_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1119_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
111_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1120_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1121_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1122_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1123_0,10,0,refseq,Unassigned,Schitoviridae,Cbunavirus,Uroviricota,Caudoviricetes
1126_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1127_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1128_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1129_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
112_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1130_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1131_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1132_0,4,0,refseq,Unassigned,Autolykiviridae,Unclassified,Preplasmiviricota,Tectiliviricetes
1133_0,2,0.5,both,Unassigned,Autolykiviridae,Livvievirus,Preplasmiviricota,Tectiliviricetes
1134_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1135_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1136_0,21,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1137_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1138_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1139_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
113_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1142_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1143_0,4,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1144_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1145_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1146_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1147_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1148_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1149_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1150_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1151_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1152_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1153_0,70,0,refseq,Unassigned,Unassigned,Dhillonvirus,Uroviricota,Caudoviricetes
1154_0,2,0,refseq,Unassigned,Unassigned,Eiauvirus,Uroviricota,Caudoviricetes
1156_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1157_0,31,0,refseq,Unassigned,Autographiviridae,Maculvirus,Uroviricota,Caudoviricetes
1158_0,31,0,refseq,Unassigned,Unassigned,Fletchervirus,Uroviricota,Caudoviricetes
1159_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
115_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1160_0,2,0,refseq,Unassigned,Unassigned,Brigitvirus,Uroviricota,Caudoviricetes
1161_0,2,0,refseq,Unassigned,Unassigned,Lietduovirus,Uroviricota,Caudoviricetes
1162_0,38,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1163_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1163_1,33,0,refseq,Unassigned,Unassigned,Phapecoctavirus,Uroviricota,Caudoviricetes
1164_0,30,0,refseq,Unassigned,Unassigned,Justusliebigvirus,Uroviricota,Caudoviricetes
1165_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1165_2,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1165_3,2,0,refseq,Unassigned,Unassigned,Certrevirus,Uroviricota,Caudoviricetes
1165_4,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1165_5,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1165_6,3,0,refseq,Unassigned,Unassigned,Certrevirus,Uroviricota,Caudoviricetes
1165_7,7,0,refseq,Unassigned,Unassigned,Certrevirus,Uroviricota,Caudoviricetes
1166_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1167_0,5,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1168_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1169_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
116_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1170_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1171_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1172_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1173_0,6,0,refseq,Unassigned,Unassigned,Bridgettevirus,Uroviricota,Caudoviricetes
1174_0,3,0,refseq,Unassigned,Unassigned,Luckybarnesvirus,Uroviricota,Caudoviricetes
1175_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1175_1,13,0,refseq,Unassigned,Unassigned,Farahnazvirus,Uroviricota,Caudoviricetes
1176_0,11,0,refseq,Unassigned,Unassigned,Amigovirus,Uroviricota,Caudoviricetes
1178_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1179_0,16,0,refseq,Unassigned,Unassigned,Agmunavirus,Uroviricota,Caudoviricetes
117_0,36,0,refseq,Unassigned,Unassigned,Saphexavirus,Uroviricota,Caudoviricetes
1180_0,9,0,refseq,Unassigned,Unassigned,Limdunavirus,Uroviricota,Caudoviricetes
1181_0,12,0,refseq,Unassigned,Unassigned,Unaquatrovirus,Uroviricota,Caudoviricetes
1182_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1183_0,5,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1184_0,2,0,refseq,Unassigned,Unassigned,Plateaulakevirus,Uroviricota,Caudoviricetes
1184_3,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1185_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1186_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1188_0,6,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1189_0,21,0,refseq,Unassigned,Unassigned,Woesvirus,Uroviricota,Caudoviricetes
1189_1,3,0,refseq,Unassigned,Unassigned,Tinduovirus,Uroviricota,Caudoviricetes
118_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1190_0,27,0,refseq,Unassigned,Unassigned,Montyvirus,Uroviricota,Caudoviricetes
1191_0,9,0,refseq,Unassigned,Unassigned,Demosthenesvirus,Uroviricota,Caudoviricetes
1192_0,5,0,refseq,Unassigned,Unassigned,Orchidvirus,Uroviricota,Caudoviricetes
1194_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1195_0,10,0,refseq,Tubulavirales,Inoviridae,Affertcholeramvirus,Hofneiviricota,Faserviricetes
1196_0,37,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1197_0,36,0,refseq,Unassigned,Unassigned,Perisivirus,Uroviricota,Caudoviricetes
1198_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1199_0,24,0,refseq,Unassigned,Unassigned,Mardecavirus,Uroviricota,Caudoviricetes
119_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
11_0,21,0,refseq,Unassigned,Unassigned,Phietavirus,Uroviricota,Caudoviricetes
11_1,24,0,refseq,Unassigned,Unassigned,Phietavirus,Uroviricota,Caudoviricetes
1200_0,28,0,refseq,Unassigned,Herelleviridae,Wphvirus,Uroviricota,Caudoviricetes
1200_1,6,0,refseq,Unassigned,Herelleviridae,Wphvirus,Uroviricota,Caudoviricetes
1200_2,2,0,refseq,Unassigned,Herelleviridae,Wphvirus,Uroviricota,Caudoviricetes
1201_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1203_0,28,0,refseq,Unassigned,Vilmaviridae,Faithunavirus,Uroviricota,Caudoviricetes
1204_0,16,0,refseq,Unassigned,Vilmaviridae,Lumosvirus,Uroviricota,Caudoviricetes
1205_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1205_1,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1206_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1207_0,13,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1208_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1209_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
120_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1210_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1211_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1213_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1214_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1215_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1216_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1216_1,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1216_2,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1217_0,3,0,refseq,Unassigned,Unassigned,Delepquintavirus,Uroviricota,Caudoviricetes
1219_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
121_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1220_0,2,0,refseq,Unassigned,Unassigned,Franklinbayvirus,Uroviricota,Caudoviricetes
1221_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1222_0,76,0,refseq,Unassigned,Unassigned,Ficleduovirus,Uroviricota,Caudoviricetes
1223_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1224_0,40,0,refseq,Unassigned,Unassigned,Emalynvirus,Uroviricota,Caudoviricetes
1225_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1227_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1228_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1229_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
122_0,4,0,refseq,Unassigned,Autographiviridae,Limelightvirus,Uroviricota,Caudoviricetes
1230_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1231_0,3,0.6666666666666666,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1232_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1233_0,4,0,refseq,Unassigned,Unassigned,Cbastvirus,Uroviricota,Caudoviricetes
1235_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1236_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1237_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1238_0,2,0,refseq,Unassigned,Naomviridae,Noahvirus,Uroviricota,Caudoviricetes
1239_0,41,0,refseq,Unassigned,Drexlerviridae,Webervirus,Uroviricota,Caudoviricetes
123_0,100,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1240_0,104,0,refseq,Unassigned,Drexlerviridae,Webervirus,Uroviricota,Caudoviricetes
1241_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1242_0,16,0,refseq,Unassigned,Unassigned,Marvinvirus,Uroviricota,Caudoviricetes
1243_0,34,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1244_0,40,0,refseq,Unassigned,Drexlerviridae,Hanrivervirus,Uroviricota,Caudoviricetes
1245_0,36,0,refseq,Unassigned,Drexlerviridae,Warwickvirus,Uroviricota,Caudoviricetes
1246_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1247_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1249_0,11,0,refseq,Unassigned,Unassigned,Kleczkowskavirus,Uroviricota,Caudoviricetes
124_0,8,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1250_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1251_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1252_0,38,0,refseq,Unassigned,Unassigned,Decurrovirus,Uroviricota,Caudoviricetes
1253_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1254_0,2,0,refseq,Unassigned,Unassigned,Whackvirus,Uroviricota,Caudoviricetes
1255_0,13,0,refseq,Unassigned,Unassigned,Betterkatzvirus,Uroviricota,Caudoviricetes
1256_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1257_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1258_0,39,0,refseq,Unassigned,Unassigned,Rerduovirus,Uroviricota,Caudoviricetes
1259_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
125_0,10,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1260_0,5,0,refseq,Unassigned,Unassigned,Derbicusvirus,Uroviricota,Caudoviricetes
1260_1,3,0,refseq,Unassigned,Unassigned,Erskinevirus,Uroviricota,Caudoviricetes
1260_2,20,0,refseq,Unassigned,Unassigned,Seoulvirus,Uroviricota,Caudoviricetes
1260_4,3,0,refseq,Unassigned,Unassigned,Wellingtonvirus,Uroviricota,Caudoviricetes
1260_5,8,0,refseq,Unassigned,Unassigned,Machinavirus,Uroviricota,Caudoviricetes
1260_6,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1261_0,10,0,refseq,Unassigned,Guelinviridae,Brucesealvirus,Uroviricota,Caudoviricetes
1262_0,6,0,refseq,Unassigned,Guelinviridae,Gregsiragusavirus,Uroviricota,Caudoviricetes
1263_0,5,0,refseq,Unassigned,Guelinviridae,Susfortunavirus,Uroviricota,Caudoviricetes
1264_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1265_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1266_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1267_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1268_0,10,0,refseq,Unassigned,Unassigned,Homburgvirus,Uroviricota,Caudoviricetes
1269_0,16,0,refseq,Unassigned,Rountreeviridae,Copernicusvirus,Uroviricota,Caudoviricetes
126_0,25,0,refseq,Unassigned,Autographiviridae,Pradovirus,Uroviricota,Caudoviricetes
1270_0,4,0,refseq,Unassigned,Rountreeviridae,Minhovirus,Uroviricota,Caudoviricetes
1271_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1272_0,11,0,refseq,Unassigned,Unassigned,Woodruffvirus,Uroviricota,Caudoviricetes
1273_0,29,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1274_0,20,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1275_0,33,0,refseq,Unassigned,Unassigned,Likavirus,Uroviricota,Caudoviricetes
1276_0,21,0,refseq,Unassigned,Unassigned,Likavirus,Uroviricota,Caudoviricetes
1277_0,4,0,refseq,Unassigned,Unassigned,Celiavirus,Uroviricota,Caudoviricetes
1278_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
127_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1282_0,22,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1283_0,4,0.25,both,Unassigned,Autographiviridae,Kafavirus,Uroviricota,Caudoviricetes
1284_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1285_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1286_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1287_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1289_0,69,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
128_0,14,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1290_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1291_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1293_0,20,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1295_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
