Genome,ClstrComp,VC.Status,Phylum,Class,Order,Family,Genus,VC
Ettinger_c_000003975594,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,917_0
Ettinger_c_000003983027,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,22_0
Ettinger_c_000003987489,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1058_0
Ettinger_c_000003988753,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1111_0
Ettinger_c_000003989015,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1112_0
Ettinger_c_000003989743,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1107_0
Ettinger_c_000003990014,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,982_0
Ettinger_c_000003991891,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,982_0
Ettinger_c_000004073283,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1114_0
Ettinger_c_000004098824,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1006_0
Ettinger_c_000004143680,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1115_0
Ettinger_c_000004182467,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1116_0
Ettinger_c_000004208444,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1085_0
Ettinger_c_000004271441,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1087_0
Ettinger_c_000004278318,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,974_0
Ettinger_c_000004332588,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1095_0
Ettinger_c_000004340866,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1117_0
Ettinger_c_000004346159,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1118_0
Ettinger_c_000004357069,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,971_0
Ettinger_c_000004424350,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,939_0
Ettinger_c_000004432612,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1064_0
Ettinger_c_000004437740,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1071_0
Ettinger_c_000004456323,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1119_0
Ettinger_c_000004456455,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1120_0
Ettinger_c_000004493979,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1050_0
Ettinger_c_000004539869,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1115_0
Ettinger_c_000004568961,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1022_0
Ettinger_c_000004573213,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1121_0
Ettinger_c_000004601141,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Mesyanzhinovviridae,Keylargovirus,490_0
Ettinger_c_000004614859,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1122_0
Ettinger_c_000004619629,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,689_0
Ettinger_c_000004709839,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,982_0
Ettinger_c_000004710560,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1033_0
Ettinger_c_000004720099,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1117_0
Ettinger_c_000004765275,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1126_0
Ettinger_c_000004787691,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1128_0
Ettinger_c_000004820499,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1130_0
Ettinger_c_000004825041,both,Clustered,Preplasmiviricota,Tectiliviricetes,Unassigned,Autolykiviridae,Livvievirus,1133_0
Ettinger_c_000004833077,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,959_0
Ettinger_c_000004838269,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,980_0
Ettinger_c_000004847415,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,752_0
Ettinger_c_000004861024,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,977_0
Ettinger_c_000004869018,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,915_0
Ettinger_c_000004869457,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,176_0
Ettinger_c_000004881682,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1046_0
Ettinger_c_000004953808,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,974_0
Ettinger_c_000004964805,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,689_0
Ettinger_c_000004972152,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1090_0
Ettinger_c_000004989424,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1052_0
Ettinger_c_000005034866,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1142_0
Ettinger_c_000005041987,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,176_0
Ettinger_c_000005043595,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,970_0
Ettinger_c_000005070482,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1129_0
Ettinger_c_000005085824,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,957_0
Ettinger_c_000005118000,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,700_0
Ettinger_c_000005135678,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,925_0
Ettinger_c_000005143602,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1031_0
Ettinger_c_000005241587,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1143_0
Ettinger_c_000005252458,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,888_0
Ettinger_c_000005290412,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1088_0
Ettinger_c_000005304603,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1146_0
Ettinger_c_000005307593,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1062_0
Ettinger_c_000005317917,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1084_0
Ettinger_c_000005322149,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1147_0
Ettinger_c_000005324100,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1150_0
Ettinger_c_000005329482,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,24_0
Ettinger_c_000005353453,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,972_0
Ettinger_c_000005421137,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1119_0
Ettinger_c_000005499271,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,917_0
Fraser2023_k141_1049466,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1167_0
Fraser2023_k141_1094163,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1168_0
Fraser2023_k141_1350193,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser2023_k141_148238,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1167_0
Fraser2023_k141_293064,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,876_0
Fraser2023_k141_463246,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser2023_k141_468526,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser2023_k141_492795,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1168_0
Fraser2023_k141_591966,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser2023_k141_711490,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser2023_k141_805084,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,876_0
Fraser2023_k141_951931,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser_k141_1212133,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser_k141_1923972,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser_k141_2099144,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser_k141_2353997,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Fraser_k141_3420718,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1171_0
Fraser_k141_36968,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,800_0
Miranda_k141_1160466,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1785_0
Miranda_k141_1199114,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1786_0
Miranda_k141_1254846,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1788_0
Miranda_k141_1333450,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1066_0
Miranda_k141_1369653,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1451_0
Miranda_k141_1389565,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,360_0
Miranda_k141_1410312,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_1476656,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1789_0
Miranda_k141_1550799,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1791_0
Miranda_k141_162258,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,752_0
Miranda_k141_1632716,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1792_0
Miranda_k141_1638171,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1789_0
Miranda_k141_1703226,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_1807925,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_2020285,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1789_0
Miranda_k141_2032176,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1794_0
Miranda_k141_2069615,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1795_0
Miranda_k141_2075864,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1796_0
Miranda_k141_2104037,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1788_0
Miranda_k141_2216988,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1150_0
Miranda_k141_2355260,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1797_0
Miranda_k141_2458183,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,132_0
Miranda_k141_2767503,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1798_0
Miranda_k141_277206,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1784_0
Miranda_k141_2798660,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,976_0
Miranda_k141_2862147,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1005_0
Miranda_k141_2961401,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,942_0
Miranda_k141_3013137,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1789_0
Miranda_k141_3150467,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1800_0
Miranda_k141_3191388,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1801_0
Miranda_k141_3261451,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1797_0
Miranda_k141_3271057,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,963_0
Miranda_k141_3402837,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_3483361,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,956_0
Miranda_k141_3529201,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,664_0
Miranda_k141_3577242,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1802_0
Miranda_k141_3592833,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1803_0
Miranda_k141_3600077,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,917_0
Miranda_k141_3722246,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,502_0
Miranda_k141_3790621,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_3806355,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_3807513,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,807_0
Miranda_k141_3811062,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1789_0
Miranda_k141_3966706,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1784_0
Miranda_k141_3974782,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,502_0
Miranda_k141_4023592,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1051_0
Miranda_k141_4028217,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1805_0
Miranda_k141_407576,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,796_0
Miranda_k141_4224622,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1787_0
Miranda_k141_4243866,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_4269215,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1743_0
Miranda_k141_4277531,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_4359107,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1012_0
Miranda_k141_4428389,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_4429261,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1806_0
Miranda_k141_4542419,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,931_0
Miranda_k141_4556158,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1807_0
Miranda_k141_4575391,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1231_0
Miranda_k141_460464,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1121_0
Miranda_k141_475803,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1121_0
Miranda_k141_4869829,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1808_0
Miranda_k141_4945612,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1171_0
Miranda_k141_4975441,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1800_0
Miranda_k141_5001460,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_5013492,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1809_0
Miranda_k141_5046565,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1091_0
Miranda_k141_5282555,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1810_0
Miranda_k141_5361741,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,803_0
Miranda_k141_5381445,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1789_0
Miranda_k141_5483021,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1452_0
Miranda_k141_5508226,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_5624456,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_5653723,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1806_0
Miranda_k141_5674184,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_5684819,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,320_0
Miranda_k141_5820491,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1786_0
Miranda_k141_5865394,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_6022527,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_6077094,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1231_0
Miranda_k141_6111055,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1787_0
Miranda_k141_62264,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1804_0
Miranda_k141_6319842,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1048_0
Miranda_k141_6346236,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_6353788,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Unassigned,Hapunavirus,139_0
Miranda_k141_647758,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,320_0
Miranda_k141_6584082,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1812_0
Miranda_k141_6863640,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1813_0
Miranda_k141_6942385,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1794_0
Miranda_k141_7091038,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,267_0
Miranda_k141_7159772,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1453_0
Miranda_k141_7165243,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1805_0
Miranda_k141_7178572,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_7214410,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,587_0
Miranda_k141_721850,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1049_0
Miranda_k141_7282525,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_7376650,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1815_0
Miranda_k141_7422429,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_7435092,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1021_0
Miranda_k141_7556483,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,974_0
Miranda_k141_7636229,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,797_0
Miranda_k141_765061,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1816_0
Miranda_k141_782758,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,796_0
Miranda_k141_80991,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1785_0
Miranda_k141_965778,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1099_0
Rubio_Protillo_k141_1023013,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1183_0
Rubio_Protillo_k141_1029949,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,930_0
Rubio_Protillo_k141_1050421,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1849_0
Rubio_Protillo_k141_108176,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,516_0
Rubio_Protillo_k141_109459,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,917_0
Rubio_Protillo_k141_1118246,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,532_0
Rubio_Protillo_k141_1122457,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Mesyanzhinovviridae,Keylargovirus,490_0
Rubio_Protillo_k141_1139161,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1850_0
Rubio_Protillo_k141_1168325,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1851_0
Rubio_Protillo_k141_1168555,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Autographiviridae,Unclassified,507_0
Rubio_Protillo_k141_1226166,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,758_0
Rubio_Protillo_k141_1243610,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1138_0
Rubio_Protillo_k141_1264712,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,363_0
Rubio_Protillo_k141_1313254,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1148_0
Rubio_Protillo_k141_1315539,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1763_0
Rubio_Protillo_k141_1420260,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1056_0
Rubio_Protillo_k141_1426496,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1516_0
