Contig	CE_108A_sortedIndexed Read Count	CE_109A_sortedIndexed Read Count	CE_140A_sortedIndexed Read Count	ERR3624084_sortedIndexed Read Count	ERR3624086_sortedIndexed Read Count	ERR3624088_sortedIndexed Read Count	ERR3624090_sortedIndexed Read Count	ERR3624092_sortedIndexed Read Count	ERR3624094_sortedIndexed Read Count	ERR3624096_sortedIndexed Read Count	ERR3624098_sortedIndexed Read Count	ERR3624100_sortedIndexed Read Count	ERR4579589_sortedIndexed Read Count	ERR4579590_sortedIndexed Read Count	ERR4579591_sortedIndexed Read Count	ERR4579592_sortedIndexed Read Count	ERR4579593_sortedIndexed Read Count	ERR4579594_sortedIndexed Read Count	ERR4579595_sortedIndexed Read Count	ERR4579596_sortedIndexed Read Count	ERR4579597_sortedIndexed Read Count	ERR6365269_sortedIndexed Read Count	ERR6365270_sortedIndexed Read Count	ERR6365271_sortedIndexed Read Count	ERR6365272_sortedIndexed Read Count	ERR6365273_sortedIndexed Read Count	SRR12681089_sortedIndexed Read Count	SRR15353278_sortedIndexed Read Count	SRR15353279_sortedIndexed Read Count	SRR15353280_sortedIndexed Read Count	SRR15353281_sortedIndexed Read Count	SRR15353282_sortedIndexed Read Count	SRR15353283_sortedIndexed Read Count	SRR15353284_sortedIndexed Read Count	SRR15353285_sortedIndexed Read Count	SRR15353286_sortedIndexed Read Count	SRR15353287_sortedIndexed Read Count	SRR15353288_sortedIndexed Read Count	SRR15353289_sortedIndexed Read Count	SRR15353290_sortedIndexed Read Count	SRR15353291_sortedIndexed Read Count	SRR15353292_sortedIndexed Read Count	SRR15353293_sortedIndexed Read Count	SRR15353294_sortedIndexed Read Count	SRR15353295_sortedIndexed Read Count	SRR17220965_sortedIndexed Read Count	SRR17220966_sortedIndexed Read Count	SRR17220967_sortedIndexed Read Count	SRR17220968_sortedIndexed Read Count	SRR17220969_sortedIndexed Read Count	SRR17220970_sortedIndexed Read Count	SRR17220971_sortedIndexed Read Count	SRR17220972_sortedIndexed Read Count	SRR17220977_sortedIndexed Read Count	SRR17220978_sortedIndexed Read Count	SRR17220979_sortedIndexed Read Count	SRR18245246_sortedIndexed Read Count	SRR18245247_sortedIndexed Read Count	SRR18245248_sortedIndexed Read Count	SRR18245251_sortedIndexed Read Count	SRR18245252_sortedIndexed Read Count	SRR18245253_sortedIndexed Read Count	SRR6310506_sortedIndexed Read Count	SRR6310507_sortedIndexed Read Count	SRR6310508_sortedIndexed Read Count	SRR6310509_sortedIndexed Read Count	SRR6350024_sortedIndexed Read Count	SRR6350025_sortedIndexed Read Count	SRR6876832_sortedIndexed Read Count	SRR6876833_sortedIndexed Read Count	SRR6876834_sortedIndexed Read Count	SRR6876835_sortedIndexed Read Count	SRR6876836_sortedIndexed Read Count	SRR6876837_sortedIndexed Read Count	SRR6876838_sortedIndexed Read Count	SRR6876839_sortedIndexed Read Count	SRR6876840_sortedIndexed Read Count	SRR6876841_sortedIndexed Read Count	SRR6876842_sortedIndexed Read Count	SRR6876843_sortedIndexed Read Count	SRR6876844_sortedIndexed Read Count	SRR6876845_sortedIndexed Read Count	SRR6876846_sortedIndexed Read Count	SRR6876847_sortedIndexed Read Count	SRR6876848_sortedIndexed Read Count	SRR6876849_sortedIndexed Read Count
Rubio_Protillo_k141_908979	11	3	11	12	9	10	24	41	11	14	3	8	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1494	0	2	0	0	2	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	3	2	4	4	0	0	8	5	2	0	1	3	5	3	3	2	8	1	2	4	0	0	3	1	1	1	2
Rubio_Protillo_k141_918602	0	0	0	4	4	4	2	2	7	8	10	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	4	1	2	0	0	3	2	0	0	0	0	0	0	6	26	4	9	0	0	0	1	4	2	3	2	0	2	1	0	2	1	0	1	2	0	0	1
Rubio_Protillo_k141_92304	1	2	0	0	1	0	1	3	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	2	0	1	0	4	0	7	3	0	0	0	1	0	1	0	0	1	0	0	0	3	1	1	2	1	3	1	3
Rubio_Protillo_k141_946400	0	0	0	1	0	3	0	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0
Rubio_Protillo_k141_961272	0	0	0	0	1	2	1	0	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	873	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1
Rubio_Protillo_k141_962785	0	0	0	2	1	2	3	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	2	3	0	0	0	0	0	0	0	2	0	0	2	0	1	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0
Rubio_Protillo_k141_963386	1	0	1	11	4	14	9	11	19	10	4	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2120	0	0	2	0	0	0	2	2	0	0	0	2	0	3	6	6	5	0	0	1	2	1	2	0	1	0	0	1	0	2	0	0	4	0	0	0	10	3	28	1	0	0	2	1	0	3	2	1	1	1	4	0	1	3	0	1	1	1	0
Rubio_Protillo_k141_974346	0	0	0	2	0	1	0	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	1	0	0	0	0	5	20	0	0	0	0	0	14	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0
Rubio_Protillo_k141_977052	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	3	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0
Rubio_Protillo_k141_977253	0	0	0	1	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	10	56	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Rubio_Protillo_k141_986810	0	0	0	1	2	3	3	5	5	3	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	0	1	3	1	1	0	0	0	0	2	0	1
Rubio_Protillo_k141_996027	1	7	7	38	26	51	190	495	257	86	59	86	126	20	61	28	54	61	21	57	22	0	0	0	0	0	1361	75	167	89	169	48	8	57	60	41	83	68	87	103	140	154	136	144	56	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	4	2	2	4	12	50	12	4	4	8	5	5	10	5	6	1	2	1	6	6	6	9	2	2	4
Rubio_Protillo_k141_999004	0	0	3	5	5	2	2	1	9	5	2	4	0	0	2	0	0	0	1	2	0	0	0	0	0	0	1102	27	28	28	20	21	14	19	13	27	18	16	10	21	25	20	7	19	17	0	0	0	1	1	0	1	0	0	1	1	0	0	2	0	0	0	3	1	1	6	0	1	1	1	2	2	1	2	8	3	1	4	3	2	3	5	3	4	3	3
Schorn_k141_10051237	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	100	2	2	44	43	2	400	217	14	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
Schorn_k141_10218566	0	0	0	4	1	3	0	3	6	4	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0	4	0	0	0	0	0	2	0	4	0	7	17	174	84	7	43	64	12	11	19	38	0	0	0	0	0	2	4	0	2	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
Schorn_k141_10411517	0	0	0	2	4	2	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	35	2	0	14	3	0	82	48	119	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Schorn_k141_10499560	0	1	0	13	159	80	4	5	6	6	8	9	4	90	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1537	2	4	1	2	0	5	0	0	0	0	0	0	5	0	0	3	0	0	1	1	2	0	2	0	1	1	0	1	1	2	1	0	1	1	1	0
Schorn_k141_1054098	1	0	1	3	3	5	0	1	1	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	3	0	0	0	2	0	47	1692	5	0	0	0	0	0	0	0	6	0	0	12	0	0	1	0	0	2	1	0	1	1	2	1	3	0	1	0	2	0	0	1
Schorn_k141_1059824	0	1	0	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	643	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	7	3	0	0	0	0	1	0	0	1	0	0	1	1	0	2	1	0	0	0	1	0
Schorn_k141_10681081	1	0	0	4	2	4	3	4	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	195	24	1	26	1	4	0	73	118	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	1	0	1	1	1	1	1	1	0	0	0
Schorn_k141_10683038	1	1	0	4	1	1	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	10	5	12	2	414	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0
Schorn_k141_10693509	1	0	0	3	6	9	0	3	1	0	1	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	39	15	0	41	53	12	67	36	54	1	0	0	0	0	0	0	0	0	0	0	0	2	12	7	19	48	73	52	16	20	8	20	16	2	15	8	1	24	0	3
Schorn_k141_10703592	1	0	0	6	3	17	0	0	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	3	1	9	0	2	640	234	1036	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	2	1	0	0
Schorn_k141_10735901	0	0	1	23	27	23	3	7	11	6	3	4	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	38	2	26	71	92	7	2	34	93	2	0	0	0	0	1	8	0	0	4	2	4	1	0	0	1	0	0	0	1	1	7	1	0	2	3	0	4	0	1
Schorn_k141_10751041	0	0	0	0	0	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	63	8	1	33	8	2	304	71	165	11	0	0	0	0	0	0	4	0	0	2	1	0	1	0	0	0	0	0	0	1	1	2	0	0	1	2	1	2	0	0
Schorn_k141_1079511	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	244	39	0	6	11	4	0	59	85	0	0	0	0	0	0	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0
Schorn_k141_10797621	0	1	0	1	154	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	16	2	2	47	820	47	118	21	52	2	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
Schorn_k141_10920880	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	195	48	6	2	3	0	2	27	50	0	0	0	0	0	0	2	0	10	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
Schorn_k141_10983834	0	0	0	20	37	52	0	3	0	1	1	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	14	11	5	7	4	0	39	395	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0
Schorn_k141_11348091	0	0	1	0	17	12	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	82	8	0	53	34	8	73	125	52	5	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
Schorn_k141_1139773	0	0	0	0	1	3	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	2	0	0	0	1	0	0	0	2	0	0	8	2	2	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Schorn_k141_1169176	0	0	0	3	2	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	3	3	0	0	32	42	72	136	0	0	0	0	0	0	4	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1
Schorn_k141_11784795	0	0	0	55	42	3	0	1	0	1	0	2	103	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	414	2	8	2602	244	49	43	59	171	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Schorn_k141_12229426	1	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	1	0	4	2	0	4	98	0	0	0	0	0	0	0	0	2	0	2	10	0	0	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	1	0	0
Schorn_k141_12237800	1	0	0	1	2	7	2	1	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	74	2	1	91	53	6	61	8	54	12	0	0	0	0	0	0	0	0	4	8	0	3	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0
Schorn_k141_12255759	0	0	1	0	0	0	5	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	96	16	6	53	13	2	364	79	197	8	0	0	0	0	1	0	8	2	1	2	0	0	0	1	0	1	0	2	0	0	1	1	1	1	0	0	0	0	0	2
Schorn_k141_12297770	0	0	0	8	8	1	6	7	10	6	8	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	369	131	22	6	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	3	0	0	2	0	1	0	0
Schorn_k141_12318431	1	3	0	1570	22	11	2	5	9	3	5	4	1164	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	180	1510	742	148	216	19	12	16	55	344	0	0	0	0	0	0	6	4	0	18	0	0	1	1	0	0	3	4	0	3	0	3	1	0	2	2	1	2	0	2
Schorn_k141_12385194	0	0	0	9	31	39	0	2	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	164	288	33	0	494	157	21	313	191	299	24	0	2	0	0	0	0	0	0	4	0	0	0	0	1	0	2	2	0	0	2	0	0	0	0	0	1	1	1	0	2
Schorn_k141_12456150	0	0	0	4	6	4	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	25	18	1	14	1	1	5	2	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
Schorn_k141_12553907	0	0	0	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1
Schorn_k141_12578937	0	0	0	0	10	11	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	46	2	0	36	30	2	101	113	85	4	0	0	0	0	0	0	6	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Schorn_k141_12599455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	389	14	0	2	0	0	0	0	4	2	0	0	0	0	0	0	4	2	0	5	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0
Schorn_k141_12602335	0	1	0	5	8	15	2	2	1	4	1	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	92	5	2	119	57	5	81	56	71	11	0	0	0	0	0	2	2	0	0	6	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0
Schorn_k141_12613935	0	0	0	128	173	16	5	3	9	2	5	5	9	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	304	770	87	335	73	41	1007	955	1802	879	0	0	0	0	0	0	6	2	2	8	0	0	0	0	1	0	1	1	1	3	1	1	0	0	1	1	1	2	4	0
Schorn_k141_12676774	0	1	1	82	53	38	39	23	18	16	14	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	47	0	3	0	0	0	0	0	0	2	1	0	0	0	2	6	0	3	0	32	12	38	59	27	50	56	38	5	56	164	2	0	1	0	0	2	0	2	6	7	7	7	0	1	0	2	0	0	0	1	0	0	2	1	1	1	0	0	2	2
Schorn_k141_12812474	3	1	1	76	620	69	46	57	64	59	64	41	25	31	7	0	2	0	1	6	0	0	0	0	0	0	13	0	0	0	2	1	0	2	0	0	2	0	0	0	2	0	0	0	0	5	6	50	6514	18	79	306	15	2	32	46	3	0	2	0	2	1	11	2	14	19	0	0	7	9	3	13	11	3	2	8	10	7	9	7	9	14	8	7	7	7
Schorn_k141_12882802	0	0	0	2	2	2	1	0	1	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2123	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	2	0	2	0	0	0	2	1	1	0	0	0	0
Schorn_k141_12926758	0	1	1	0	1	3	2	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	216	566	12	2	57	3	1	0	0	0	0	0	0	4	2	2	7	0	0	1	0	0	1	0	2	0	0	1	0	0	1	0	2	2	1	0	1
Schorn_k141_13052507	0	0	1	4	3	1	2	1	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2280	30	4	2	1	4	78	0	6	2	0	0	1	1	1	0	0	6	3	0	1	2	4	0	2	0	1	1	2	0	1	1	1	0	2	0	1	0	0
Schorn_k141_13071063	0	0	0	1	15	9	0	1	1	4	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	132	6	2	71	83	11	57	144	188	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	4	7	3	2	3	0	2	1	0	0	1	1	0	1	0
Schorn_k141_13113388	0	0	0	3	12	2	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	121	2	0	79	82	3	87	61	45	12	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0	0
Schorn_k141_13135342	0	0	0	0	2	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	414	7	1	922	618	8	405	48	115	9	1	0	0	0	0	0	4	0	4	2	0	0	0	2	1	0	1	2	1	1	0	1	0	0	1	2	0	0	1	1
Schorn_k141_13277954	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	228	10	8	176	26	4	4	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2	1	0	2	0	0
Schorn_k141_13283757	0	1	0	165	427	197	4	4	5	4	3	1	75	53	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	3	10	6	1	11	638	0	0	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	3	0	0	0	1	2	1	0	0	0	0	0	1
Schorn_k141_13332422	0	0	0	134	75	37	1	0	0	1	1	1	44	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	34	30	55	49	57	128	23	0	33	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	0	1	0	1	0	0	0
Schorn_k141_13491199	2	1	1	11	4	7	3	6	2	12	5	5	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	995	17	33	7	4	8	85	3	19152	5	1	0	1	0	0	0	11	0	10	39	0	0	2	0	2	6	6	3	3	1	2	3	5	4	8	7	7	4	5	2
Schorn_k141_13523794	1	1	0	5	9	3	2	3	11	1	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	578	24	45	134	4	10	539	12	137	21	0	0	0	0	0	0	3	4	4	5	0	0	1	0	0	0	2	0	1	1	3	1	1	1	0	0	2	1	0	1
Schorn_k141_13590047	0	1	0	17	106	12	1	1	1	0	1	1	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	84	4	4	133	62	54	282	14	116	32	2	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Schorn_k141_13760000	0	0	1	2	4	5	4	5	4	1	6	5	0	0	0	3	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	4073	582	1	3	2	1	1	2	2	0	0	0	0	0	2	6	2	5	16	0	0	1	2	2	3	1	2	1	1	3	0	1	0	1	2	1	1	0	0
Schorn_k141_1385032	0	1	0	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	13	12	533	0	0	0	0	0	0	0	2	0	0	0	0	0	12	5	12	39	41	62	15	43	4	25	58	2	21	10	0	7	1	2
Schorn_k141_13859690	0	0	0	5	50	29	2	0	0	1	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	53	12	2	57	33	4	76	69	89	12	5	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0
Schorn_k141_14053712	1	0	1	4	0	2	1	3	5	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0	3	15	3	5	0	1193	32	0	0	0	0	0	0	3	0	4	13	0	0	0	3	3	1	1	1	1	2	1	0	1	0	4	1	1	1	1	0
Schorn_k141_14060255	0	0	0	2	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	516	0	2	1	0	0	137	3	1	0	0	0	0	0	0	0	2	0	267	0	0	2	0	1	2	2	1	0	1	0	1	0	1	0	0	1	0	0	0
Schorn_k141_14122659	1	0	0	3	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73	33	4	0	65	66	2	4	40	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
Schorn_k141_14162914	0	2	0	4	1	2	2	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	139	25	3	55	36	30	41	11	185	27	0	0	0	0	0	0	0	0	0	22	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	3
