Contig	CE_108A_sortedIndexed Read Count	CE_109A_sortedIndexed Read Count	CE_140A_sortedIndexed Read Count	ERR3624084_sortedIndexed Read Count	ERR3624086_sortedIndexed Read Count	ERR3624088_sortedIndexed Read Count	ERR3624090_sortedIndexed Read Count	ERR3624092_sortedIndexed Read Count	ERR3624094_sortedIndexed Read Count	ERR3624096_sortedIndexed Read Count	ERR3624098_sortedIndexed Read Count	ERR3624100_sortedIndexed Read Count	ERR4579589_sortedIndexed Read Count	ERR4579590_sortedIndexed Read Count	ERR4579591_sortedIndexed Read Count	ERR4579592_sortedIndexed Read Count	ERR4579593_sortedIndexed Read Count	ERR4579594_sortedIndexed Read Count	ERR4579595_sortedIndexed Read Count	ERR4579596_sortedIndexed Read Count	ERR4579597_sortedIndexed Read Count	ERR6365269_sortedIndexed Read Count	ERR6365270_sortedIndexed Read Count	ERR6365271_sortedIndexed Read Count	ERR6365272_sortedIndexed Read Count	ERR6365273_sortedIndexed Read Count	SRR12681089_sortedIndexed Read Count	SRR15353278_sortedIndexed Read Count	SRR15353279_sortedIndexed Read Count	SRR15353280_sortedIndexed Read Count	SRR15353281_sortedIndexed Read Count	SRR15353282_sortedIndexed Read Count	SRR15353283_sortedIndexed Read Count	SRR15353284_sortedIndexed Read Count	SRR15353285_sortedIndexed Read Count	SRR15353286_sortedIndexed Read Count	SRR15353287_sortedIndexed Read Count	SRR15353288_sortedIndexed Read Count	SRR15353289_sortedIndexed Read Count	SRR15353290_sortedIndexed Read Count	SRR15353291_sortedIndexed Read Count	SRR15353292_sortedIndexed Read Count	SRR15353293_sortedIndexed Read Count	SRR15353294_sortedIndexed Read Count	SRR15353295_sortedIndexed Read Count	SRR17220965_sortedIndexed Read Count	SRR17220966_sortedIndexed Read Count	SRR17220967_sortedIndexed Read Count	SRR17220968_sortedIndexed Read Count	SRR17220969_sortedIndexed Read Count	SRR17220970_sortedIndexed Read Count	SRR17220971_sortedIndexed Read Count	SRR17220972_sortedIndexed Read Count	SRR17220977_sortedIndexed Read Count	SRR17220978_sortedIndexed Read Count	SRR17220979_sortedIndexed Read Count	SRR18245246_sortedIndexed Read Count	SRR18245247_sortedIndexed Read Count	SRR18245248_sortedIndexed Read Count	SRR18245251_sortedIndexed Read Count	SRR18245252_sortedIndexed Read Count	SRR18245253_sortedIndexed Read Count	SRR6310506_sortedIndexed Read Count	SRR6310507_sortedIndexed Read Count	SRR6310508_sortedIndexed Read Count	SRR6310509_sortedIndexed Read Count	SRR6350024_sortedIndexed Read Count	SRR6350025_sortedIndexed Read Count	SRR6876832_sortedIndexed Read Count	SRR6876833_sortedIndexed Read Count	SRR6876834_sortedIndexed Read Count	SRR6876835_sortedIndexed Read Count	SRR6876836_sortedIndexed Read Count	SRR6876837_sortedIndexed Read Count	SRR6876838_sortedIndexed Read Count	SRR6876839_sortedIndexed Read Count	SRR6876840_sortedIndexed Read Count	SRR6876841_sortedIndexed Read Count	SRR6876842_sortedIndexed Read Count	SRR6876843_sortedIndexed Read Count	SRR6876844_sortedIndexed Read Count	SRR6876845_sortedIndexed Read Count	SRR6876846_sortedIndexed Read Count	SRR6876847_sortedIndexed Read Count	SRR6876848_sortedIndexed Read Count	SRR6876849_sortedIndexed Read Count
Crump_k141_10688	0	3	0	0	1	2	2	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	33576	257	72659	907	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Crump_k141_191974	98	199	377	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	3	3	10	205	208	9535	22	3	362931	16718	167	2451	45	30	1	1	0	1	3	0	1	1	0	3	0	0	2	1	1	1	3	1
Cucio_k119_1008993	0	0	0	2	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	6	2	2	4	2769	11	0	2	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0	0
Cucio_k119_105986	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	2448	6	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Cucio_k119_136451	1	0	0	6	6	2	5	4	8	10	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	7	0	2	2	0	0	0	0	0	2	0	0	21	27	2	21	0	0	1	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	4	0	3	5080	16	1	0	1	1	1	6	1	3	1	0	6	1	4	2	1	1	9	1
Cucio_k119_228931	0	0	0	5	2	5	3	5	5	6	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	1	1	24	6	0	0	0	0	4	0	2	0	0	1401	1	0	0	1	0	1	1	1	3	1	0	0	2	1	1	0	1	0
Cucio_k119_23695	1	0	0	1	3	2	4	0	2	3	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	1	0	0	2	0	0	2	0	1	1	1	0	0	0	0	0	2	0	0	8	4435	2	2	1	3	1	0	0	0	1	2	1	1	1	3	0	0	1	4	1
Cucio_k119_276313	4	4	3	3	0	4	2	0	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	8	9	1854	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	1	0	0
Cucio_k119_325786	1	0	0	1	3	1	1	0	3	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	8	2232	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Cucio_k119_384596	0	0	0	2	1	4	5	1	4	1	1	4	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	3163	7	1	2	0	0	0	0	0	0	1	1	0	1	2	2	0	0	0	0
Cucio_k119_432518	0	0	0	1	1	4	0	2	1	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	1412	6	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1
Cucio_k119_457602	0	0	0	8	9	3	13	12	21	11	8	4	11	0	7	0	3	10	8	4	1	0	0	0	0	0	39	3	20	8	8	8	4	4	4	4	2	4	5	8	13	7	12	12	6	0	1	0	0	2	0	0	0	0	1	0	4	0	0	4	0	2	2	0	0	18	3076	43	0	0	0	0	0	1	4	2	1	2	0	4	0	0	2	0	0	1
Cucio_k119_465195	0	1	0	2	3	3	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	0	0	2	0	2	2	1818	10	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	1	0	1
Cucio_k119_47432	0	0	0	1	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	2	0	1	1	2	0	0	0	0	0	10	0	2	6	2589	4	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1
Cucio_k119_495600	0	0	0	0	3	6	2	9	5	9	2	5	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	2	2264	0	1	2	0	2	2	1	0	1	0	2	0	0	3	0	0	1	0	0
Cucio_k119_518727	1326	506	333	0	1	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	36	13	0	0	0	0	0	0	0	6	8	1903	0	0	0	0	0	0	2	0	1	1	0	0	0	2	2	1	0	0
Cucio_k119_519156	0	0	0	3	3	7	1	7	8	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	2	5	10969	24	1	0	0	0	0	1	0	0	0	0	2	0	1	3	0	0	1	0
Cucio_k119_522451	2	4	0	25	20	21	12	23	26	24	9	22	0	0	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	0	2	0	6	0	1	0	0	0	4	0	2	0	2	0	0	10	0	2	4	1	0	2	5	3	1	0	0	0	2	4	0	0	7	21	1905	1	2	2	0	1	2	1	2	0	1	3	0	2	1	1	1	0	0
Cucio_k119_543798	1	0	1	0	1	3	0	2	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2375	2	0	0	2	0	1	0	0	1	1	0	1	0	1	0	0	0	0	2
Cucio_k119_546787	1	2	2	5	5	3	2	6	9	4	2	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	3	1	1	1	0	1	2	0	0	0	2	0	0	10	4	10	22	23079	45	1	3	1	1	2	3	2	3	1	3	3	1	3	4	2	0	2	1
Cucio_k119_648932	0	0	0	1	2	2	2	3	5	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	1	0	2	10	6	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	1	0	4	0	2	0	0	0	2	0	0	4	2	1107	0	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	0	0
Cucio_k119_65072	0	0	0	0	0	0	0	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	2	2	0	8	2020	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cucio_k119_659478	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	4	5	3	2	1376	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Cucio_k119_666292	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	10	0	2	36	1822	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cucio_k119_871575	1	0	0	0	0	2	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	2	6	8	2	1727	14	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Cucio_k119_889623	0	0	0	1	0	0	1	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	2	0	6091	12	0	0	1	1	0	2	0	0	0	2	0	0	0	2	0	1	0	0
Cucio_k119_944606	0	0	0	2	0	0	3	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	8	0	4	0	2132	4	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
Cucio_k119_97593	0	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	5	0	0	0	0	0	2	0	2	7	1081	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0
Cucio_k119_981855	0	0	0	1	1	0	3	2	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1668	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Ettinger_c_000000002292	4157	1847	799	8	3	11	9	3	11	8	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	1	3	0	2	1	0	0	2	2	0	0	9	2	0	14	0	0	0	2	0	1	0	2	1	0	2	1	1	0	1	2	2	2	1	2
Ettinger_c_000000008518	449	373	212	16	3	11	11	10	26	21	13	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	1	1	0	0	0	2	1	0	0	3	0	5	0	0	0	2	9	2	0	1	2	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0
Ettinger_c_000000009194	321	242	458	1	4	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	53	2	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ettinger_c_000000012432	217	125	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	2	3	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	2	0	0
Ettinger_c_000000012667	434	19	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	2	6	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
Ettinger_c_000000016440	557	444	507	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	4	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ettinger_c_000000017201	745	718	718	5	2	2	5	6	8	3	7	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	0	0	4	5	0	0	1	1	1	0	0	0	3	3	1	1	0	0	0	1	0	0	0
Ettinger_c_000000021360	44	17	517	1	0	2	3	1	2	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	1	0	0	1	3	0	0	0	0	0	1	0	0
Ettinger_c_000000024372	15945	29813	11720	0	2	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	6	4	50	24	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Ettinger_c_000000024595	478	132	201	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Ettinger_c_000000029797	774	629	1607	3	2	1	1	1	6	2	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	7	0	0	0	0	1	0	0	1	0	1	0	1	1	2	0	2	0	1	0	2
Ettinger_c_000000034469	720	607	632	1	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	8	0	0	2	4	0	4	3	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Ettinger_c_000000039909	565	330	189	4	5	5	2	1	3	3	4	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	2	0	0	0	0	0	6	0	2	7	0	0	0	1	1	0	2	0	1	0	3	1	3	1	1	1	2	0	0	2
Ettinger_c_000000043415	208	262	437	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	6	3	3	2	2	0	4	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0
Ettinger_c_000000044829	1149	979	597	8	4	7	0	1	5	7	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	6	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	2	0	2
Ettinger_c_000000057104	117	153	530	0	1	5	0	3	4	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0
Ettinger_c_000000057791	1626	892	1468	3	2	3	8	5	3	13	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794	0	9	2	1	0	0	0	0	0	2	0	0	0	2	1	3	0	0	0	3	0	0	0	1	1	2	0	0	2	1	2	3	4	6	4	0	2	0	10	15	8	1	1	0	0	0	0	0	1	2	1	0	2	3	1	0	0	0	0
Ettinger_c_000000058152	740	132	46	2	2	4	1	2	5	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	2	2	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	3	0	0	1	2
Ettinger_c_000000064377	1055	192	279	2	0	3	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
Ettinger_c_000000072374	340	212	637	2	0	1	4	1	5	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	4	0	2	1	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	0	0	1	0
Ettinger_c_000000080648	1334	1392	43	1	1	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	1	1	0	0	0	0	0	0	42	4	0	28	0	0	0	0	0	0	2	0	0	1	0	0	1	1	1	2	0	0	0	0
Ettinger_c_000000081015	284	668	794	0	0	2	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Ettinger_c_000000087002	8965	15041	6198	1	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	4	2	3	0	2	4	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0
Ettinger_c_000000089825	358	326	1767	8	5	8	2	4	11	6	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	2	0	0	2	0	1	0	0	0	43	2	4	2	0	0	3	2	1	1	3	2	0	0	0	0	1	0	1	2	0	1	0	0	0	0
Ettinger_c_000000095732	280	143	44	3	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1
Ettinger_c_000000098432	389	72	39	0	1	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	7	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Ettinger_c_000000105084	112	1500	313	3	1	2	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	8	2	4	1	0	0	2	0	0	1	0	1	2	0	1	1	0	0	0	3	1	1	1	1
Ettinger_c_000000107020	289	138	163	2	0	2	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1
Ettinger_c_000000107826	71	829	402	2	3	1	2	0	1	1	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	2	0	0	0	0	0	0	2	10	2	4	4	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1
Ettinger_c_000000108167	2888	2266	243	2	2	5	3	3	7	6	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	2	4	0	0	0	0	14	2	4	6	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	2	0	0	0
Ettinger_c_000000110907	297	132	71	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Ettinger_c_000000113014	693	1680	504	2	0	1	5	2	3	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	62	16	8	6	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	0	0
Ettinger_c_000000114528	330	118	85	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
Ettinger_c_000000115437	187	451	521	4	0	2	3	12	8	2	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	4	0	0	0	1	1	0	0	0	0	0	0	0	2	0	19	0	0	0	1	0	0	2	2	0	0	0	2	0	1	0	0	2	2	0	2
Ettinger_c_000000125767	867	1134	308	3	1	2	6	0	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	2	0	2	10	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ettinger_c_000000126788	260	1967	80	1	8	5	16	32	34	10	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	6	3	16	0	0	1	0	0	4	0	7	10	2	5	0	4	0	1	1	0	0	1	3	1	0	0	0	0	0	0	11	0	0	3	0	6	5	0	0	1	0	0	2	1	1	2	3	0	0	2	1	1	2	0	1	0	1
Ettinger_c_000000127381	4	63	14330	1	2	3	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	3	0	0	1	1	0	0	0	0	0	0	12	0	0	7	0	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
